dex_number,name,type_01,type_02,ability_01,ability_02,hidden_ability,egg_group_01,egg_group_02,is_legendary,hp,attack,defense,sp_attack,sp_defense,speed,BST,type_combo,cluster,cluster2,class
#0983,Kingambit,Dark,Steel,Defiant, Supreme,Pressure,Human-Like,None,False,100,135,120,60,85,50,550,Dark/Steel,2,2,balanced
#0984,Great Tusk,Ground,Fighting,Protosynthesis,None,None,None,None,False,115,131,131,53,53,87,570,Ground/Fighting,2,0,Tank
#0985,Scream Tail,Fairy,Psychic,Protosynthesis,None,None,No Eggs Discovered,None,False,115,65,99,65,115,111,570,Fairy/Psychic,0,0,Tank
#0986,Brute Bonnet,Grass,Dark,Protosynthesis,None,None,No Eggs Discovered,None,False,111,127,99,79,99,55,570,Grass/Dark,2,0,Tank
#0987,Flutter Mane,Ghost,Fairy,Protosynthesis,None,None,No Eggs Discovered,None,False,55,55,55,135,135,135,570,Ghost/Fairy,0,3,Fast Sweeper
#0988,Slither Wing,Bug,Fighting,Protosynthesis,None,None,No Eggs Discovered,None,False,85,135,79,85,105,81,570,Bug/Fighting,0,0,Tank
#0989,Sandy Shocks,Electric,Ground,Protosynthesis,None,None,No Eggs Discovered,None,False,85,81,97,121,85,101,570,Electric/Ground,0,0,Tank
#0990,Iron Treads,Ground,Steel,Quark,None,None,No Eggs Discovered,None,False,90,112,120,72,70,106,570,Ground/Steel,0,0,Tank
#0991,Iron Bundle,Ice,Water,Quark,None,None,No Eggs Discovered,None,False,56,80,114,124,60,136,570,Ice/Water,0,3,Fast Sweeper
#0992,Iron Hands,Fighting,Electric,Quark,None,None,None,None,False,154,140,108,50,68,50,570,Fighting/Electric,2,2,balanced
#0993,Iron Jugulis,Dark,Flying,Quark,None,None,No Eggs Discovered,None,False,94,80,86,122,80,108,570,Dark/Flying,0,0,Tank
#0994,Iron Moth,Fire,Poison,Quark,None,None,No Eggs Discovered,None,False,80,70,60,140,110,110,570,Fire/Poison,0,3,Fast Sweeper
#0995,Iron Thorns,Rock,Electric,Quark,None,None,No Eggs Discovered,None,False,100,134,110,70,84,72,570,Rock/Electric,2,0,Tank
#0996,Frigibax,Dragon,Ice,Thermal,None,Ice Body,Dragon, Mineral,False,65,75,45,35,45,55,320,Dragon/Ice,1,1,Underpowered
#0997,Arctibax,Dragon,Ice,Thermal,None,Ice Body,Dragon, Mineral,False,90,95,66,45,65,62,423,Dragon/Ice,2,2,balanced
#0998,Baxcalibur,Dragon,Ice,Thermal,None,Ice Body,Dragon, Mineral,False,115,145,92,75,86,87,600,Dragon/Ice,0,0,Tank
#0999,Gimmighoul,Ghost,None,RattledChest,None,None,None,None,False,45,30,70,75,70,10,300,Ghost/None,1,1,Underpowered
#1000,Gholdengo,Steel,Ghost,Good,None,None,None,None,False,87,60,95,133,91,84,550,Steel/Ghost,0,0,Tank
#1001,Wo-Chien,Dark,Grass,Tablets,None,None,None,None,True,85,90,100,100,135,70,580,Dark/Grass,0,0,Tank
#1002,Chien-Pao,Dark,Ice,Sword,None,None,None,None,True,80,130,80,90,65,135,580,Dark/Ice,0,3,Fast Sweeper
#1003,Ting-Lu,Dark,Ground,Vessel,None,None,None,None,True,165,110,130,50,80,45,580,Dark/Ground,2,2,balanced
#1004,Chi-Yu,Dark,Fire,Beads,None,None,None,None,True,55,80,80,145,120,100,580,Dark/Fire,0,0,Tank
#1005,Roaring Moon,Dragon,Dark,Protosynthesis,None,None,None,None,False,105,139,71,55,101,119,590,Dragon/Dark,0,0,Tank
#1006,Iron Valiant,Fairy,Fighting,Quark,None,None,None,None,False,74,130,90,120,60,116,590,Fairy/Fighting,0,0,Tank
#1007,Koraidon,Fighting,Dragon,Orichalcum,None,None,None,None,True,100,135,115,85,100,135,670,Fighting/Dragon,0,0,Tank
#1008,Miraidon,Electric,Dragon,Hadron,None,None,None,None,True,100,85,100,135,115,135,670,Electric/Dragon,0,0,Tank
#1009,Walking Wake,Water,Dragon,Protosynthesis,None,None,None,None,False,99,83,91,125,83,109,590,Water/Dragon,0,0,Tank
#1010,Iron Leaves,Grass,Psychic,Quark,None,None,None,None,False,90,130,88,70,108,104,590,Grass/Psychic,0,0,Tank
#1011,Dipplin,Grass,Dragon,Supersweet, Gluttony,Sticky Hold,Grass, Dragon,False,80,80,110,95,80,40,485,Grass/Dragon,2,2,balanced
#1012,Poltchageist,Grass,Ghost,Hospitality,None,Heatproof,Mineral, Amorphous,False,40,45,45,74,54,50,308,Grass/Ghost,1,1,Underpowered
#1013,Sinistcha,Grass,Ghost,Hospitality,None,Heatproof,Mineral, Amorphous,False,71,60,106,121,80,70,508,Grass/Ghost,2,0,Tank
#1014,Okidogi,Poison,Fighting,Toxic,None,Guard Dog,None,None,True,88,128,115,58,86,80,555,Poison/Fighting,2,0,Tank
#1015,Munkidori,Poison,Psychic,Toxic,None,Frisk,None,None,True,88,75,66,130,90,106,555,Poison/Psychic,0,3,Fast Sweeper
#1016,Fezandipiti,Poison,Fairy,Toxic,None,Technician,None,None,True,88,91,82,70,125,99,555,Poison/Fairy,0,0,Tank
#1017,Ogerpon,Grass,None,Defiant,None,None,None,None,True,80,120,84,60,96,110,550,Grass/None,0,0,Tank
#1018,Archaludon,Steel,Dragon,Stamina, Sturdy,Stalwart,Mineral, Dragon,False,90,105,130,125,65,85,600,Steel/Dragon,0,0,Tank
#1019,Hydrapple,Grass,Dragon,Supersweet, Regenerator,Sticky Hold,Grass, Dragon,False,106,80,110,120,80,44,540,Grass/Dragon,2,2,balanced
#1020,Gouging Fire,Fire,Dragon,Protosynthesis,None,None,None,None,False,105,115,121,65,93,91,590,Fire/Dragon,0,0,Tank
#1021,Raging Bolt,Electric,Dragon,Protosynthesis,None,None,None,None,False,125,73,91,137,89,75,590,Electric/Dragon,0,0,Tank
#1022,Iron Boulder,Rock,Psychic,Quark,None,None,None,None,False,90,120,80,68,108,124,590,Rock/Psychic,0,0,Tank
#1023,Iron Crown,Steel,Psychic,Quark,None,None,None,None,False,90,72,100,122,108,98,590,Steel/Psychic,0,0,Tank
#1024,Terapagos,Normal,None,Tera,None,None,None,None,True,90,65,85,65,85,60,450,Normal/None,2,2,balanced
#1025,Pecharunt,Poison,Ghost,Poison,None,None,None,None,False,88,88,160,88,88,88,600,Poison/Ghost,2,0,Tank
